Temperature;<-14;-13;-12;-11;-10;-9;-8;-7;-6;-5;-4;-3;-2;-1;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;>=18
12:45-13:00;1.144491369;1.109809813;1.075128256;1.040446700;1.005765143;0.971083586;0.936402030;0.901720473;0.860102605;0.832357360;0.804612114;0.776866869;0.749121624;0.721376378;0.693631133;0.650605267;0.607579401;0.564553534;0.516899743;0.469245952;0.421592161;0.373938369;0.326284578;0.278630787;0.247146557;0.215662328;0.184178098;0.152693869;0.121209639;0.089725410;0.077154354;0.064583299;0.052012244
13:00-13:15;1.143625874;1.108970544;1.074315215;1.039659885;1.005004556;0.970349226;0.935693897;0.901038567;0.859452172;0.831727908;0.804003644;0.776279381;0.748555117;0.720830854;0.693106590;0.650049868;0.606993146;0.563936425;0.516158509;0.468380593;0.420602677;0.372824761;0.325046845;0.277268929;0.245876802;0.214484675;0.183092549;0.151700422;0.120308295;0.088916168;0.076387046;0.063857925;0.051328804
13:15-13:30;1.137217529;1.102756392;1.068295255;1.033834118;0.999372980;0.964911843;0.930450706;0.895989569;0.854636204;0.827067294;0.799498384;0.771929474;0.744360565;0.716791655;0.689222745;0.645937562;0.602652379;0.559367196;0.512436594;0.465505993;0.418575392;0.371644790;0.324714189;0.277783587;0.246162532;0.214541477;0.182920422;0.151299367;0.119678312;0.088057257;0.075881755;0.063706253;0.051530750
13:30-13:45;1.134278643;1.099906563;1.065534483;1.031162403;0.996790323;0.962418243;0.928046163;0.893674083;0.852427586;0.824929922;0.797432258;0.769934594;0.742436930;0.714939266;0.687441602;0.644051646;0.600661690;0.557271733;0.511336500;0.465401267;0.419466033;0.373530800;0.327595566;0.281660333;0.249427612;0.217194891;0.184962170;0.152729449;0.120496728;0.088264007;0.075609909;0.062955810;0.050301712
13:45-14:00;1.132354851;1.098041067;1.063727284;1.029413501;0.995099717;0.960785934;0.926472150;0.892158367;0.850981827;0.823530800;0.796079774;0.768628747;0.741177720;0.713726694;0.686275667;0.642817126;0.599358585;0.555900044;0.510486768;0.465073492;0.419660216;0.374246940;0.328833664;0.283420388;0.250930894;0.218441399;0.185951905;0.153462411;0.120972917;0.088483423;0.075935522;0.063387621;0.050839720
14:00-14:15;1.132065172;1.097760166;1.063455161;1.029150156;0.994845151;0.960540146;0.926235140;0.891930135;0.850764129;0.823320125;0.795876121;0.768432116;0.740988112;0.713544108;0.686100104;0.642631236;0.599162368;0.555693500;0.510519782;0.465346065;0.420172347;0.374998630;0.329824913;0.284651195;0.251990314;0.219329432;0.186668550;0.154007669;0.121346787;0.088685906;0.075762364;0.062838823;0.049915281
14:15-14:30;1.131675640;1.097382438;1.063089237;1.028796036;0.994502835;0.960209634;0.925916432;0.891623231;0.850471390;0.823036829;0.795602268;0.768167707;0.740733146;0.713298585;0.685864024;0.642381268;0.598898513;0.555415758;0.510932788;0.466449819;0.421966849;0.377483879;0.333000909;0.288517940;0.255375046;0.222232153;0.189089259;0.155946366;0.122803472;0.089660579;0.075869663;0.062078747;0.048287832
14:30-14:45;1.128318758;1.094127280;1.059935803;1.025744325;0.991552848;0.957361370;0.923169893;0.888978415;0.847948642;0.820595460;0.793242278;0.765889096;0.738535914;0.711182732;0.683829550;0.640227120;0.596624689;0.553022259;0.509489420;0.465956580;0.422423740;0.378890901;0.335358061;0.291825222;0.258110991;0.224396760;0.190682530;0.156968299;0.123254069;0.089539838;0.075535870;0.061531902;0.047527933
14:45-15:00;1.128652602;1.094451008;1.060249414;1.026047820;0.991846226;0.957644632;0.923443038;0.889241444;0.848199531;0.820838256;0.793476981;0.766115706;0.738754430;0.711393155;0.684031880;0.640441352;0.596850823;0.553260295;0.510245933;0.467231571;0.424217209;0.381202847;0.338188484;0.295174122;0.260947325;0.226720528;0.192493731;0.158266934;0.124040136;0.089813339;0.076056242;0.062299145;0.048542048
15:00-15:15;1.133502803;1.099154234;1.064805664;1.030457094;0.996108524;0.961759954;0.927411385;0.893062815;0.851844531;0.824365675;0.796886819;0.769407964;0.741929108;0.714450252;0.686971396;0.643553780;0.600136164;0.556718549;0.514037840;0.471357131;0.428676422;0.385995713;0.343315004;0.300634295;0.265739013;0.230843732;0.195948451;0.161053170;0.126157888;0.091262607;0.076959593;0.062656579;0.048353565
15:15-15:30;1.131465105;1.097178283;1.062891462;1.028604641;0.994317819;0.960030998;0.925744176;0.891457355;0.850313169;0.822883712;0.795454255;0.768024798;0.740595341;0.713165884;0.685736427;0.642246166;0.598755905;0.555265644;0.513411183;0.471556722;0.429702261;0.387847800;0.345993339;0.304138879;0.268982906;0.233826934;0.198670962;0.163514990;0.128359018;0.093203046;0.078417854;0.063632662;0.048847469
15:30-15:45;1.126107470;1.091983002;1.057858533;1.023734064;0.989609595;0.955485126;0.921360658;0.887236189;0.846286826;0.818987251;0.791687676;0.764388101;0.737088526;0.709788951;0.682489376;0.638808112;0.595126848;0.551445584;0.511057391;0.470669199;0.430281006;0.389892813;0.349504620;0.309116427;0.273402648;0.237688869;0.201975090;0.166261310;0.130547531;0.094833752;0.079714332;0.064594912;0.049475492
15:45-16:00;1.126378532;1.092245850;1.058113167;1.023980484;0.989847801;0.955715118;0.921582436;0.887449753;0.846490533;0.819184387;0.791878241;0.764572095;0.737265948;0.709959802;0.682653656;0.638982056;0.595310456;0.551638855;0.512164078;0.472689301;0.433214523;0.393739746;0.354264969;0.314790192;0.278440149;0.242090107;0.205740065;0.169390023;0.133039980;0.096689938;0.080880217;0.065070495;0.049260774
16:00-16:15;1.133414459;1.099068566;1.064722674;1.030376781;0.996030888;0.961684996;0.927339103;0.892993210;0.851778139;0.824301425;0.796824711;0.769347996;0.741871282;0.714394568;0.686917854;0.643497089;0.600076324;0.556655558;0.517171222;0.477686885;0.438202548;0.398718211;0.359233874;0.319749537;0.282991807;0.246234077;0.209476346;0.172718616;0.135960886;0.099203156;0.082456746;0.065710337;0.048963927
